order_id,customer_id,order_date,status
67,27,2025-07-07,Delivered
68,400,2025-06-25,Delivered
69,487,2025-08-10,Shipped
70,79,2026-06-11,Delivered
71,289,2025-07-07,Returned
72,393,2025-09-26,Delivered
73,399,2026-01-28,Delivered
74,297,2025-03-22,Pending
75,204,2025-05-31,Shipped
76,354,2025-04-08,Returned
77,436,2026-03-19,Shipped
78,401,2025-02-21,Returned
79,36,2025-02-17,Pending
80,422,2024-11-15,Returned
81,326,2024-08-04,Cancelled
82,223,2025-12-29,Returned
83,316,2026-06-24,Pending
84,239,2025-10-15,Returned
85,166,2026-02-10,Delivered
86,143,2025-03-01,Pending
87,292,2026-01-23,Delivered
88,254,2026-03-09,Cancelled
89,182,2025-09-18,Shipped
90,360,2025-01-26,Shipped
91,486,2024-08-24,Pending
92,251,2025-11-08,Pending
93,331,2025-07-10,Delivered
94,48,2025-09-30,Cancelled
95,157,2024-11-16,Shipped
96,272,2025-09-25,Shipped
97,170,2024-08-17,Returned
98,129,2025-11-29,Returned
99,62,2025-02-19,Cancelled
100,99,2026-03-28,Shipped
101,390,2026-01-31,Delivered
102,427,2025-11-04,Cancelled
103,535,2024-07-29,Delivered
104,499,2025-02-15,Cancelled
105,327,2025-07-19,Delivered
106,294,2024-09-10,Returned
107,95,2024-10-14,Pending
108,59,2025-08-04,Delivered
109,296,2024-09-05,Cancelled
110,416,2026-04-30,Cancelled
111,61,2026-03-08,Shipped
112,405,2025-02-08,Pending
113,231,2025-01-19,Shipped
114,220,2024-10-18,Shipped
115,492,2025-10-29,Cancelled
116,321,2025-02-11,Cancelled
117,123,2025-02-06,Delivered
118,210,2026-05-05,Returned
119,17,2025-01-23,Pending
120,37,2024-07-19,Shipped
121,339,2026-02-03,Delivered
122,279,2024-10-02,Returned
123,424,2025-10-20,Returned
124,305,2024-11-20,Returned
125,225,2026-06-14,Pending
126,483,2025-10-10,Pending
127,42,2026-02-01,Returned
128,310,2024-11-02,Shipped
129,301,2025-12-01,Returned
130,296,2025-06-19,Pending
131,266,2025-04-21,Cancelled
132,300,2026-03-27,Delivered
133,241,2024-11-21,Delivered
134,440,2025-01-26,Pending
135,148,2026-03-07,Shipped
136,19,2026-01-03,Returned
137,60,2025-01-07,Shipped
138,423,2025-07-19,Shipped
139,237,2024-11-25,Returned
140,319,2026-03-20,Delivered
141,105,2025-08-21,Returned
142,225,2026-05-08,Delivered
143,499,2024-08-02,Cancelled
144,160,2025-03-31,Delivered
145,116,2024-09-11,Pending
146,485,2024-10-28,Pending
147,478,2025-10-13,Returned
148,213,2026-07-03,Cancelled
149,234,2026-04-07,Shipped
150,261,2024-11-04,Delivered
151,142,2026-04-19,Returned
152,479,2025-07-28,Delivered
153,145,2026-02-12,Shipped
154,338,2025-05-24,Shipped
155,248,2026-02-26,Shipped
156,194,2025-05-01,Cancelled
157,358,2025-01-08,Pending
158,23,2025-12-03,Pending
159,198,2025-06-14,Cancelled
160,254,2026-01-22,Shipped
161,170,2025-11-15,Pending
162,52,2024-11-14,Cancelled
163,210,2024-12-18,Delivered
164,241,2025-09-29,Shipped
165,355,2026-01-29,Returned
166,437,2026-04-22,Returned
167,321,2025-04-02,Shipped
168,19,2024-08-19,Returned
169,117,2025-11-18,Delivered
170,390,2025-01-29,Pending
171,86,2026-02-14,Delivered
172,167,2026-04-05,Returned
173,221,2024-10-06,Shipped
174,350,2024-08-17,Delivered
175,313,2024-11-15,Cancelled
176,255,2025-07-03,Pending
177,327,2025-05-13,Delivered
178,461,2025-07-12,Shipped
179,81,2025-02-27,Shipped
180,154,2025-07-12,Returned
181,234,2026-02-07,Pending
182,437,2026-02-12,Shipped
183,184,2026-06-24,Returned
184,12,2025-08-25,Returned
185,5,2025-01-05,Delivered
186,467,2025-04-28,Returned
187,398,2025-12-20,Returned
188,113,2026-01-07,Cancelled
189,322,2025-05-06,Delivered
190,159,2025-07-11,Returned
191,375,2025-01-27,Returned
192,383,2024-10-28,Shipped
193,449,2025-08-24,Returned
194,426,2026-05-14,Pending
195,496,2025-06-10,Returned
196,412,2024-07-17,Cancelled
197,387,2025-02-17,Pending
198,496,2026-06-28,Delivered
199,405,2026-03-19,Delivered
200,233,2025-06-21,Returned
201,300,2025-04-30,Returned
202,56,2025-12-17,Shipped
203,453,2025-03-10,Shipped
204,114,2025-08-23,Pending
205,466,2025-12-20,Delivered
206,72,2024-08-08,Pending
207,60,2024-09-21,Cancelled
208,199,2026-06-20,Shipped
209,215,2025-08-24,Pending
210,336,2025-11-15,Pending
211,481,2025-04-08,Returned
212,112,2026-04-24,Returned
213,51,2025-06-08,Returned
214,32,2025-10-25,Delivered
215,486,2026-06-21,Cancelled
216,329,2025-11-26,Delivered
217,403,2026-05-05,Shipped
218,106,2025-02-04,Cancelled
219,301,2025-03-25,Returned
220,397,2025-02-02,Delivered
221,142,2025-01-31,Cancelled
222,277,2026-03-23,Delivered
223,516,2024-09-22,Delivered
224,90,2025-01-22,Pending
225,270,2025-11-28,Pending
226,399,2025-10-04,Pending
227,258,2025-05-07,Shipped
228,155,2025-07-01,Delivered
229,246,2026-02-28,Delivered
230,252,2025-12-14,Delivered
231,165,2026-02-09,Returned
232,320,2025-01-11,Returned
233,196,2026-01-29,Pending
234,259,2025-12-11,Delivered
235,437,2025-10-08,Shipped
236,370,2026-02-26,Cancelled
237,212,2024-12-06,Pending
238,374,2025-08-15,Returned
239,192,2025-03-27,Pending
240,35,2025-12-16,Pending
241,50,2025-12-26,Cancelled
242,285,2024-11-24,Shipped
243,169,2025-03-08,Pending
244,445,2025-09-06,Returned
245,308,2024-07-16,Shipped
246,109,2025-12-12,Delivered
247,180,2024-07-14,Returned
248,294,2026-04-14,Shipped
249,499,2024-08-29,Shipped
250,14,2024-07-17,Returned
251,15,2025-05-23,Returned
252,472,2026-09-03,Cancelled
253,290,2025-08-19,Delivered
254,47,2024-09-26,Pending
255,233,2025-12-22,Returned
256,398,2025-06-19,Delivered
257,80,2025-04-07,Delivered
258,140,2024-12-25,Shipped
259,227,2026-01-22,Shipped
260,59,2025-02-13,Shipped
261,250,2025-01-19,Cancelled
262,203,2024-12-04,Cancelled
263,155,2024-08-03,Returned
264,149,2026-08-26,Pending
265,90,2025-11-01,Cancelled
266,257,2024-09-17,Returned
267,37,2024-08-21,Pending
268,10,2026-07-06,Returned
269,295,2025-10-12,Pending
270,149,2025-11-30,Returned
271,88,2026-06-02,Returned
272,46,2026-04-17,Pending
273,302,2024-12-23,Returned
274,382,2025-10-16,Cancelled
275,40,2025-11-15,Shipped
276,100,2024-10-10,Cancelled
277,121,2026-01-08,Cancelled
278,309,2024-10-09,Delivered
279,91,2024-09-13,Pending
280,387,2026-05-04,Shipped
281,330,2025-10-20,Returned
282,78,2024-10-16,Returned
283,408,2025-04-26,Shipped
284,38,2025-11-29,Delivered
285,189,2026-02-21,Delivered
286,315,2026-06-06,Shipped
287,284,2025-11-23,Delivered
288,231,2025-09-20,Cancelled
289,165,2026-03-23,Delivered
290,231,2024-11-28,Returned
291,366,2026-06-03,Delivered
292,127,2024-10-02,Shipped
293,268,2025-12-30,Returned
294,199,2024-11-28,Shipped
295,27,2025-01-20,Delivered
296,169,2025-02-21,Returned
297,130,2025-07-05,Shipped
298,448,2025-12-03,Cancelled
299,470,2026-07-05,Pending
300,67,2024-09-04,Returned
301,287,2025-11-16,Cancelled
302,344,2025-06-25,Shipped
303,48,2026-06-24,Returned
304,10,2025-02-07,Cancelled
305,175,2026-02-25,Cancelled
306,71,2025-06-04,Delivered
307,260,2025-12-27,Shipped
308,20,2026-06-09,Shipped
309,68,2025-12-08,Cancelled
310,426,2026-02-25,Cancelled
311,370,2026-02-26,Cancelled
312,497,2025-03-16,Pending
313,120,2025-01-23,Pending
314,463,2024-11-10,Shipped
315,226,2026-03-06,Pending
316,258,2024-09-03,Cancelled
317,411,2025-02-08,Delivered
318,329,2026-03-03,Delivered
319,365,2024-08-25,Returned
320,43,2025-05-01,Shipped
321,76,2025-05-05,Cancelled
322,419,2025-03-23,Delivered
323,213,2024-08-23,Cancelled
324,198,2025-01-24,Delivered
325,164,2026-03-31,Returned
326,406,2025-01-29,Pending
327,357,2024-11-23,Pending
328,230,2025-06-15,Delivered
329,132,2024-08-30,Shipped
330,271,2025-07-24,Cancelled
331,155,2026-06-29,Shipped
332,235,2024-12-10,Pending
333,306,2025-10-25,Shipped
334,124,2025-05-08,Delivered
335,315,2024-11-23,Cancelled
336,341,2025-11-21,Returned
337,35,2025-07-25,Shipped
338,284,2024-09-30,Delivered
339,326,2024-10-27,Delivered
340,183,2025-08-31,Delivered
341,396,2026-02-25,Cancelled
342,23,2025-06-07,Cancelled
343,426,2024-12-24,Pending
344,324,2025-10-27,Pending
345,19,2025-11-19,Cancelled
346,454,2024-09-28,Shipped
347,204,2026-06-16,Returned
348,19,2025-06-15,Returned
349,442,2026-01-14,Returned
350,140,2025-01-25,Pending
351,381,2024-09-26,Returned
352,499,2024-08-04,Returned
353,474,2024-09-02,Delivered
354,373,2024-08-31,Cancelled
355,280,2025-09-24,Returned
356,339,2026-01-24,Pending
357,86,2025-01-18,Delivered
358,373,2026-03-03,Pending
359,141,2025-06-19,Delivered
360,39,2024-07-22,Shipped
361,411,2026-06-04,Delivered
362,74,2025-07-29,Pending
363,18,2024-10-31,Returned
364,186,2025-11-27,Shipped
365,79,2025-11-17,Returned
366,228,2024-07-08,Shipped
367,188,2026-07-02,Cancelled
368,492,2024-08-06,Pending
369,266,2025-12-06,Returned
370,397,2025-05-07,Shipped
371,147,2025-01-30,Cancelled
372,63,2024-11-02,Cancelled
373,461,2026-01-02,Returned
374,342,2025-03-21,Shipped
375,149,2026-06-10,Cancelled
376,407,2025-05-07,Cancelled
377,406,2025-09-27,Delivered
378,185,2024-07-10,Shipped
379,67,2025-08-12,Returned
380,204,2026-01-08,Shipped
381,211,2026-07-08,Delivered
382,65,2026-02-26,Pending
383,239,2025-07-24,Shipped
384,328,2025-07-14,Cancelled
385,222,2025-06-11,Delivered
386,266,2025-05-17,Returned
387,479,2026-04-24,Shipped
388,459,2026-01-24,Cancelled
389,326,2026-03-06,Returned
390,315,2026-03-30,Cancelled
391,304,2026-03-10,Shipped
392,369,2024-08-31,Shipped
393,22,2025-08-31,Delivered
394,486,2024-12-30,Cancelled
395,393,2024-07-10,Delivered
396,255,2025-05-02,Returned
397,248,2025-12-25,Pending
398,153,2026-04-04,Cancelled
399,226,2026-03-05,Returned
400,311,2025-07-17,Returned
401,376,2024-10-10,Pending
402,67,2025-09-21,Delivered
403,164,2025-08-27,Pending
404,127,2026-07-04,Pending
405,443,2025-04-12,Cancelled
406,417,2025-03-23,Returned
407,98,2025-12-19,Shipped
408,240,2025-02-28,Delivered
409,47,2025-05-15,Cancelled
410,111,2024-08-19,Returned
411,254,2025-11-11,Pending
412,147,2025-11-22,Pending
413,69,2024-09-16,Pending
414,188,2025-04-17,Shipped
415,100,2025-08-27,Pending
416,259,2026-05-01,Shipped
417,349,2025-03-29,Delivered
418,202,2024-09-08,Shipped
419,481,2026-04-22,Shipped
420,261,2025-06-30,Delivered
421,71,2026-02-18,Shipped
422,234,2026-02-23,Cancelled
423,168,2025-02-18,Pending
424,316,2025-11-23,Returned
425,260,2024-12-12,Shipped
426,154,2026-07-31,Delivered
427,214,2025-09-11,Delivered
428,306,2024-08-07,Shipped
429,296,2025-05-02,Pending
430,88,2025-12-03,Pending
431,76,2024-12-03,Shipped
432,486,2025-02-25,Pending
433,161,2025-12-30,Cancelled
434,211,2025-05-07,Pending
435,447,2026-06-04,Cancelled
436,266,2024-09-28,Pending
437,270,2025-11-09,Pending
438,468,2025-12-25,Returned
439,313,2025-04-13,Returned
440,286,2025-07-20,Returned
441,395,2024-09-11,Pending
442,163,2026-05-26,Returned
443,148,2025-11-11,Pending
444,459,2025-06-13,Cancelled
445,149,2026-01-30,Delivered
446,178,2024-12-02,Pending
447,110,2024-10-24,Shipped
448,357,2024-08-04,Shipped
449,123,2024-12-04,Shipped
450,116,2024-07-27,Pending
451,170,2026-01-18,Cancelled
452,3,2025-10-11,Cancelled
453,209,2025-01-09,Pending
454,245,2025-07-22,Returned
455,165,2025-05-05,Delivered
456,334,2024-08-25,Delivered
457,468,2026-03-15,Cancelled
458,479,2025-08-31,Pending
459,404,2025-11-19,Returned
460,449,2025-03-04,Shipped
461,55,2025-07-31,Pending
462,329,2025-08-26,Cancelled
463,436,2026-04-16,Delivered
464,170,2026-03-30,Returned
465,368,2025-06-21,Returned
466,291,2024-07-20,Shipped
467,439,2024-08-05,Pending
468,264,2025-03-28,Delivered
469,95,2024-08-20,Cancelled
470,4,2025-03-27,Returned
471,489,2026-03-11,Shipped
472,6,2026-01-19,Cancelled
473,32,2024-08-10,Cancelled
474,208,2025-05-18,Returned
475,354,2024-10-07,Returned
476,189,2024-12-19,Cancelled
477,245,2026-03-26,Shipped
478,192,2025-11-27,Pending
479,388,2025-12-08,Cancelled
480,391,2025-08-18,Delivered
481,270,2025-06-29,Delivered
482,470,2026-07-08,Shipped
483,463,2025-12-16,Cancelled
484,85,2026-05-14,Delivered
485,349,2026-05-18,Delivered
486,461,2025-08-28,Pending
487,68,2024-10-31,Delivered
488,287,2026-02-03,Delivered
489,203,2026-07-23,Shipped
490,38,2025-01-04,Delivered
491,278,2026-06-26,Delivered
492,479,2024-09-01,Cancelled
493,394,2024-08-05,Pending
494,192,2026-01-30,Pending
495,193,2024-10-25,Shipped
496,69,2025-07-22,Cancelled
497,276,2025-11-27,Cancelled
498,502,2024-07-22,Pending
499,345,2025-07-09,Pending
500,422,2026-06-12,Cancelled
501,142,2026-06-21,Delivered
502,17,2025-10-31,Delivered
503,124,2024-08-12,Delivered
504,229,2025-01-12,Delivered
505,126,2026-01-03,Cancelled
506,277,2025-11-23,Delivered
507,72,2024-10-17,Shipped
508,164,2024-07-19,Returned
509,122,2024-11-18,Shipped
510,114,2025-11-11,Shipped
511,486,2024-08-15,Cancelled
512,321,2026-06-10,Delivered
513,498,2025-03-03,Pending
514,403,2026-04-06,Pending
515,77,2026-03-16,Shipped
516,243,2024-09-21,Cancelled
517,413,2025-06-27,Pending
518,496,2025-10-25,Pending
519,125,2024-11-17,Delivered
520,473,2026-04-17,Shipped
521,371,2025-10-10,Pending
522,345,2024-08-26,Delivered
523,97,2026-04-04,Shipped
524,112,2026-04-03,Returned
525,156,2026-09-07,Cancelled
526,493,2024-10-04,Pending
527,469,2025-07-29,Cancelled
528,204,2025-10-13,Returned
529,195,2026-03-20,Returned
530,134,2025-10-29,Pending
531,51,2024-12-26,Returned
532,469,2024-08-26,Delivered
533,289,2026-03-24,Delivered
534,134,2024-12-12,Pending
535,152,2025-06-04,Pending
536,292,2025-03-27,Returned
537,132,2026-03-30,Pending
538,236,2026-04-18,Cancelled
539,72,2026-02-01,Shipped
540,329,2025-12-16,Delivered
541,484,2025-05-16,Delivered
542,212,2025-03-16,Delivered
543,363,2024-10-09,Pending
544,192,2025-12-21,Shipped
545,468,2025-09-28,Delivered
546,273,2026-08-12,Returned
547,275,2026-08-31,Pending
548,413,2025-03-14,Delivered
549,269,2026-04-18,Shipped
550,130,2026-03-16,Pending
551,41,2024-12-20,Shipped
552,125,2026-02-21,Delivered
553,335,2024-08-12,Delivered
554,48,2025-10-11,Pending
555,29,2024-11-19,Delivered
556,256,2025-03-25,Returned
557,290,2024-08-26,Shipped
558,471,2024-10-09,Shipped
559,244,2025-02-05,Returned
560,461,2024-10-25,Cancelled
561,476,2026-07-23,Shipped
562,74,2025-05-26,Pending
563,476,2024-11-15,Cancelled
564,291,2025-12-30,Shipped
565,170,2025-04-21,Delivered
566,257,2025-09-10,Delivered
567,224,2024-11-13,Shipped
568,394,2025-06-13,Returned
569,16,2025-01-13,Pending
570,252,2026-06-26,Pending
571,222,2025-10-03,Pending
572,44,2024-08-08,Cancelled
573,366,2024-10-19,Pending
574,365,2024-09-23,Pending
575,163,2026-03-14,Returned
576,228,2026-04-27,Cancelled
577,45,2025-11-11,Shipped
578,263,2025-10-26,Returned
579,284,2025-04-26,Returned
580,443,2026-03-04,Pending
581,399,2024-11-07,Cancelled
582,293,2024-07-20,Cancelled
583,72,2026-05-22,Cancelled
584,33,2025-07-21,Returned
585,248,2024-09-08,Cancelled
586,370,2024-07-12,Cancelled
587,235,2024-07-13,Pending
588,171,2024-11-24,Returned
589,226,2026-06-27,Shipped
590,70,2024-09-15,Cancelled
591,246,2026-01-07,Returned
592,150,2025-11-26,Shipped
593,401,2025-10-12,Pending
594,187,2026-05-27,Shipped
595,280,2025-02-13,Delivered
596,488,2025-05-27,Cancelled
597,225,2025-12-28,Delivered
598,420,2026-03-27,Pending
599,72,2026-03-15,Cancelled
600,367,2026-02-28,Pending
601,307,2025-07-12,Shipped
602,473,2025-12-27,Shipped
603,19,2024-10-14,Shipped
604,305,2024-12-15,Cancelled
605,337,2024-10-27,Shipped
606,23,2025-11-16,Pending
607,496,2025-02-03,Pending
608,517,2025-08-18,Shipped
609,286,2025-06-22,Pending
610,192,2025-05-24,Shipped
611,354,2025-01-09,Delivered
612,248,2026-07-06,Delivered
613,60,2024-11-20,Returned
614,160,2025-10-25,Shipped
615,248,2025-12-27,Pending
616,164,2024-08-06,Delivered
617,12,2025-10-14,Cancelled
618,477,2024-11-24,Cancelled
619,283,2026-01-16,Pending
620,119,2025-07-31,Cancelled
621,328,2025-10-26,Shipped
622,453,2024-09-14,Pending
623,3,2025-11-07,Delivered
624,296,2026-04-10,Cancelled
625,188,2026-03-07,Returned
626,344,2025-02-26,Returned
627,306,2025-04-04,Delivered
628,179,2025-05-29,Cancelled
629,417,2024-07-11,Shipped
630,303,2025-09-14,Delivered
631,123,2025-01-07,Cancelled
632,262,2024-12-04,Shipped
633,197,2024-10-07,Shipped
634,356,2025-08-23,Cancelled
635,285,2024-09-20,Cancelled
636,162,2025-10-31,Returned
637,509,2025-04-15,Pending
638,494,2026-05-09,Pending
639,351,2026-02-19,Pending
640,251,2025-08-31,Cancelled
641,150,2025-08-06,Returned
642,87,2024-12-25,Pending
643,282,2025-07-03,Returned
644,397,2026-02-26,Shipped
645,422,2025-11-06,Pending
646,280,2025-12-02,Cancelled
647,153,2024-12-16,Returned
648,179,2025-02-07,Delivered
649,398,2024-08-18,Shipped
650,353,2024-12-05,Pending
651,85,2024-10-03,Cancelled
652,413,2026-03-18,Returned
653,306,2024-10-31,Returned
654,149,2025-12-22,Shipped
655,461,2026-04-24,Pending
656,471,2026-06-15,Cancelled
657,360,2025-07-11,Returned
658,425,2025-07-29,Pending
659,251,2024-11-21,Pending
660,193,2024-11-09,Delivered
661,207,2025-12-10,Returned
662,233,2026-06-24,Delivered
663,445,2024-08-10,Pending
664,326,2024-08-18,Delivered
665,408,2025-11-20,Pending
666,423,2025-04-16,Returned
667,173,2025-02-14,Pending
668,404,2024-12-17,Delivered
669,24,2025-06-10,Pending
670,9,2025-01-19,Pending
671,528,2025-03-24,Cancelled
672,452,2025-10-30,Returned
673,48,2026-03-25,Returned
674,341,2026-05-30,Pending
675,321,2026-02-17,Cancelled
676,220,2025-06-24,Delivered
677,110,2024-08-10,Cancelled
678,266,2026-08-23,Returned
679,419,2026-02-03,Cancelled
680,245,2024-08-17,Delivered
681,53,2026-06-26,Cancelled
682,196,2025-08-29,Cancelled
683,329,2024-11-21,Shipped
684,542,2024-11-07,Returned
685,370,2026-03-10,Pending
686,316,2024-07-30,Delivered
687,460,2025-07-19,Shipped
688,374,2025-08-11,Returned
689,406,2024-10-06,Delivered
690,128,2024-09-01,Shipped
691,146,2026-06-03,Returned
692,106,2025-01-06,Pending
693,152,2026-01-19,Cancelled
694,254,2025-06-18,Shipped
695,37,2025-10-11,Returned
696,479,2025-10-01,Shipped
697,216,2025-03-18,Pending
698,489,2025-05-29,Shipped
699,514,2024-12-09,Delivered
700,486,2026-02-08,Shipped
701,393,2025-12-15,Delivered
702,328,2026-06-05,Returned
703,43,2025-03-17,Cancelled
704,499,2025-01-02,Pending
705,301,2026-03-05,Delivered
706,159,2024-10-01,Cancelled
707,30,2025-03-18,Delivered
708,233,2024-12-31,Cancelled
709,509,2024-09-22,Cancelled
710,255,2025-01-08,Returned
711,86,2026-02-01,Returned
712,376,2025-05-24,Delivered
713,172,2026-05-14,Delivered
714,135,2024-12-10,Delivered
715,255,2025-04-25,Pending
716,440,2026-05-31,Returned
717,396,2024-12-26,Delivered
718,117,2026-09-02,Delivered
719,126,2025-07-08,Cancelled
720,92,2025-10-05,Shipped
721,412,2025-07-19,Pending
722,115,2024-08-19,Returned
723,139,2026-05-30,Delivered
724,258,2025-06-11,Cancelled
725,412,2024-10-28,Pending
726,36,2024-12-22,Returned
727,168,2026-06-28,Returned
728,103,2025-10-24,Shipped
729,125,2025-06-26,Pending
730,396,2024-11-23,Shipped
731,390,2025-05-04,Pending
732,13,2025-04-24,Delivered
733,487,2024-10-21,Pending
734,435,2025-06-28,Cancelled
735,272,2026-01-18,Delivered
736,498,2024-12-05,Delivered
737,23,2025-11-10,Shipped
738,212,2025-04-12,Delivered
739,298,2025-02-02,Pending
740,39,2024-12-12,Cancelled
741,122,2025-03-25,Pending
742,359,2024-10-14,Pending
743,140,2024-08-01,Cancelled
744,400,2025-12-27,Delivered
745,85,2025-09-22,Delivered
746,275,2024-08-23,Pending
747,158,2025-02-10,Delivered
748,81,2024-10-22,Shipped
749,21,2024-10-02,Cancelled
750,47,2026-04-30,Pending
751,263,2025-07-04,Cancelled
752,16,2025-06-29,Shipped
753,384,2025-05-28,Delivered
754,412,2024-11-17,Delivered
755,426,2026-02-18,Cancelled
756,422,2025-03-31,Delivered
757,299,2024-12-25,Delivered
758,12,2026-05-27,Pending
759,415,2025-02-22,Returned
760,63,2025-10-19,Cancelled
761,474,2024-11-06,Pending
762,255,2026-03-13,Cancelled
763,182,2026-03-17,Returned
764,229,2025-11-15,Shipped
765,316,2025-10-25,Pending
766,452,2026-06-11,Returned
767,197,2024-11-16,Shipped
768,128,2025-09-30,Delivered
769,196,2025-09-10,Shipped
770,401,2026-05-03,Shipped
771,165,2025-01-02,Returned
772,306,2024-09-13,Returned
773,30,2025-05-23,Returned
774,393,2026-05-04,Cancelled
775,52,2025-08-17,Shipped
776,418,2025-07-22,Cancelled
777,295,2026-05-08,Returned
778,479,2024-12-23,Cancelled
779,122,2025-10-10,Returned
780,468,2025-07-10,Returned
781,486,2026-04-19,Cancelled
782,429,2025-07-02,Pending
783,278,2025-02-09,Delivered
784,29,2024-07-19,Shipped
785,540,2026-01-26,Cancelled
786,175,2025-06-05,Returned
787,31,2026-01-30,Cancelled
788,397,2026-05-16,Returned
789,492,2025-01-15,Pending
790,301,2025-01-16,Cancelled
791,500,2025-03-19,Pending
792,333,2025-06-10,Shipped
793,356,2025-10-01,Returned
794,115,2024-12-27,Pending
795,158,2026-05-31,Cancelled
796,545,2026-06-28,Pending
797,436,2025-10-10,Delivered
798,94,2024-10-31,Shipped
799,114,2026-06-17,Pending
800,73,2025-09-26,Returned
801,164,2026-06-05,Delivered
802,421,2024-07-11,Returned
803,514,2025-05-28,Delivered
804,180,2024-08-11,Delivered
805,25,2024-08-08,Cancelled
806,453,2025-07-08,Returned
807,280,2026-01-28,Shipped
808,334,2026-02-24,Pending
809,38,2025-08-03,Delivered
810,164,2024-08-03,Returned
811,88,2025-06-03,Delivered
812,281,2025-08-24,Returned
813,305,2025-05-10,Delivered
814,221,2025-07-15,Pending
815,81,2026-03-28,Cancelled
816,210,2026-03-19,Shipped
817,136,2025-12-31,Delivered
818,26,2026-04-06,Pending
819,79,2026-07-15,Returned
820,422,2025-06-24,Cancelled
821,50,2025-07-27,Returned
822,42,2025-01-10,Pending
823,242,2024-09-10,Delivered
824,329,2025-09-14,Pending
825,190,2026-02-12,Pending
826,239,2024-07-17,Shipped
827,32,2025-12-28,Delivered
828,44,2026-01-27,Pending
829,498,2025-05-19,Delivered
830,431,2024-12-24,Shipped
831,352,2024-10-19,Cancelled
832,244,2025-04-12,Delivered
833,258,2025-02-22,Shipped
834,347,2025-01-09,Pending
835,89,2025-11-23,Cancelled
836,414,2024-09-16,Delivered
837,350,2024-07-20,Cancelled
838,428,2025-07-15,Delivered
839,45,2025-12-09,Returned
840,439,2025-03-01,Delivered
841,403,2024-11-10,Pending
842,58,2026-01-05,Shipped
843,299,2025-06-29,Delivered
844,289,2026-05-05,Shipped
845,451,2025-09-24,Pending
846,336,2026-02-08,Delivered
847,89,2025-10-04,Shipped
848,349,2024-07-26,Returned
849,354,2025-06-26,Returned
850,460,2025-07-03,Returned
851,160,2026-02-27,Delivered
852,498,2024-10-23,Pending
853,397,2026-05-18,Pending
854,310,2026-01-05,Cancelled
855,468,2025-05-18,Shipped
856,445,2024-11-28,Cancelled
857,34,2026-03-13,Cancelled
858,400,2026-05-15,Delivered
859,89,2025-04-21,Delivered
860,128,2025-11-06,Returned
861,361,2025-07-03,Pending
862,259,2026-01-05,Delivered
863,124,2025-11-11,Cancelled
864,492,2024-07-09,Returned
865,177,2026-05-07,Delivered
866,146,2025-11-07,Shipped
867,400,2024-08-31,Cancelled
868,347,2025-05-02,Shipped
869,11,2026-06-01,Delivered
870,243,2025-12-26,Shipped
871,517,2025-03-23,Returned
872,365,2025-08-24,Pending
873,459,2024-08-02,Returned
874,112,2025-02-23,Shipped
875,204,2026-08-21,Returned
876,288,2026-02-12,Returned
877,351,2025-02-02,Returned
878,328,2026-01-01,Returned
879,97,2025-10-26,Delivered
880,413,2025-09-02,Pending
881,339,2025-09-27,Delivered
882,336,2026-03-17,Pending
883,208,2024-12-15,Shipped
884,418,2026-03-11,Cancelled
885,352,2025-12-21,Returned
